Candidate_ID,Requisition_ID,Requisition_Fill_Start_Date,Outcome,Job,Job_Status,Recruiter,Hiring_Manager,Origin,Source,Current_Interview_Stage,Furthest_Stage_Reached,Archive_Reason,Offer_Decline_Category,Candidate_Application_Date,Candidate_Stage_1_Interview_Date,Candidate_Stage_2_Interview_Date,Candidate_Offer_Stage_Entered_Date,Candidate_Offer_Accept_Date,Candidate_Start_Date
CAND-000113,R-ENG-1001-JustKaizen-0039,03/29/2025,Archived,Senior Infrastructure Engineer,closed,April Powers,Thomas Romero,agency,Agency,Archived,Onsite,Position filled,,04/27/2025,05/04/2025,05/11/2025,05/18/2025,,
CAND-000114,R-ENG-1001-JustKaizen-0040,04/30/2022,Hired,Security Engineer,closed,April Powers,Danielle Walsh,sourced,LinkedIn,Hired,Hired,,,05/07/2022,05/21/2022,06/03/2022,06/15/2022,06/22/2022,06/26/2022
CAND-000115,R-ENG-1001-JustKaizen-0040,04/30/2022,Archived,Security Engineer,closed,April Powers,Danielle Walsh,sourced,LinkedIn,Archived,Onsite,Position filled,,05/19/2022,05/26/2022,06/02/2022,06/09/2022,,
CAND-000116,R-ENG-1001-JustKaizen-0041,05/05/2024,Hired,Senior Data Engineer,closed,Michelle Wilson,Shawn Shields,applied,LinkedIn,Hired,Hired,,,05/18/2024,05/28/2024,06/11/2024,06/18/2024,06/23/2024,06/27/2024
CAND-000117,R-ENG-1001-JustKaizen-0041,05/05/2024,Archived,Senior Data Engineer,closed,Michelle Wilson,Shawn Shields,referred,Referral,Archived,Offer,Offer declined,Career Growth,05/17/2024,05/24/2024,05/31/2024,06/07/2024,,
CAND-000118,R-ENG-1001-JustKaizen-0041,05/05/2024,Archived,Senior Data Engineer,closed,Michelle Wilson,Shawn Shields,sourced,Talent Sourcer Outreach,Archived,Phone Screen,Not qualified,,05/11/2024,05/18/2024,05/25/2024,,,
CAND-000119,R-ENG-1001-JustKaizen-0042,03/18/2025,Hired,Associate Software Engineer,closed,Raymond Hayes,Zachary Santos,sourced,Talent Sourcer Outreach,Hired,Hired,,,03/20/2025,04/01/2025,04/13/2025,04/25/2025,05/01/2025,05/18/2025
CAND-000120,R-ENG-1001-JustKaizen-0042,03/18/2025,Archived,Associate Software Engineer,closed,Raymond Hayes,Zachary Santos,referred,Referral,Archived,Applied,Not qualified,,04/02/2025,,,,,
CAND-000121,R-ENG-1001-JustKaizen-0043,03/13/2023,Hired,AI/ML Engineer,closed,Jillian Wilson,Samuel Jones,applied,Job Board,Hired,Hired,,,03/18/2023,03/26/2023,04/09/2023,04/21/2023,04/24/2023,05/05/2023
CAND-000122,R-ENG-1001-JustKaizen-0043,03/13/2023,Archived,AI/ML Engineer,closed,Jillian Wilson,Samuel Jones,applied,Glassdoor,Archived,Offer,Offer declined,Career Growth,03/14/2023,03/21/2023,03/28/2023,04/04/2023,,
CAND-000123,R-ENG-1001-JustKaizen-0043,03/13/2023,Archived,AI/ML Engineer,closed,Jillian Wilson,Samuel Jones,sourced,Talent Sourcer Outreach,Archived,Offer,Offer declined,Personal,03/30/2023,04/06/2023,04/13/2023,04/20/2023,,
CAND-000124,R-ENG-1001-JustKaizen-0044,01/08/2021,Hired,Data Engineer,closed,Kathleen Clark,Jeffrey Carpenter,referred,Referral,Hired,Hired,,,01/21/2021,02/02/2021,02/16/2021,02/24/2021,02/28/2021,03/11/2021
CAND-000125,R-ENG-1001-JustKaizen-0044,01/08/2021,Archived,Data Engineer,closed,Kathleen Clark,Jeffrey Carpenter,internal,Internal,Archived,Offer,Offer declined,Location,02/05/2021,02/12/2021,02/19/2021,02/26/2021,,
CAND-000126,R-ENG-1001-JustKaizen-0044,01/08/2021,Archived,Data Engineer,closed,Kathleen Clark,Jeffrey Carpenter,referred,Referral,Archived,Onsite,Position filled,,02/05/2021,02/12/2021,02/19/2021,02/26/2021,,
CAND-000127,R-ENG-1001-JustKaizen-0045,07/04/2025,Hired,Associate AI/ML Engineer,closed,Susan Conley,Mark Green,applied,Glassdoor,Hired,Hired,,,07/05/2025,07/14/2025,07/27/2025,08/04/2025,08/07/2025,08/31/2025
CAND-000128,R-ENG-1001-JustKaizen-0045,07/04/2025,Archived,Associate AI/ML Engineer,closed,Susan Conley,Mark Green,referred,Referral,Archived,Phone Screen,Not qualified,,08/02/2025,08/09/2025,08/16/2025,,,
CAND-000129,R-ENG-1001-JustKaizen-0045,07/04/2025,Archived,Associate AI/ML Engineer,closed,Susan Conley,Mark Green,sourced,Talent Sourcer Outreach,Archived,Phone Screen,Not qualified,,07/28/2025,08/04/2025,08/11/2025,,,
CAND-000130,R-ENG-1001-JustKaizen-0046,02/24/2023,Hired,Infrastructure Engineer,closed,Michael Brown,Diana Marshall,referred,Referral,Hired,Hired,,,03/03/2023,03/14/2023,03/25/2023,04/06/2023,04/13/2023,04/29/2023
CAND-000131,R-ENG-1001-JustKaizen-0046,02/24/2023,Archived,Infrastructure Engineer,closed,Michael Brown,Diana Marshall,sourced,LinkedIn,Archived,Onsite,Position filled,,03/05/2023,03/12/2023,03/19/2023,03/26/2023,,
CAND-000132,R-ENG-1001-JustKaizen-0047,02/02/2021,Hired,Associate DevEx Engineer,closed,Kathleen Clark,Robert Ramirez,referred,Referral,Hired,Hired,,,02/14/2021,02/23/2021,03/05/2021,03/10/2021,03/14/2021,03/31/2021
CAND-000133,R-ENG-1001-JustKaizen-0047,02/02/2021,Archived,Associate DevEx Engineer,closed,Kathleen Clark,Robert Ramirez,sourced,LinkedIn,Archived,Phone Screen,Not qualified,,02/20/2021,02/27/2021,03/05/2021,,,
CAND-000134,R-ENG-1001-JustKaizen-0048,03/28/2022,Hired,Security Engineer,closed,Tara Long,Danielle Leblanc,applied,LinkedIn,Hired,Hired,,,04/08/2022,04/19/2022,05/01/2022,05/06/2022,05/09/2022,05/29/2022
CAND-000135,R-ENG-1001-JustKaizen-0048,03/28/2022,Archived,Security Engineer,closed,Tara Long,Danielle Leblanc,referred,Referral,Archived,Applied,Not qualified,,04/15/2022,,,,,
CAND-000136,R-ENG-1001-JustKaizen-0048,03/28/2022,Archived,Security Engineer,closed,Tara Long,Danielle Leblanc,referred,Referral,Archived,Applied,Not qualified,,04/14/2022,,,,,
CAND-000137,R-ENG-1001-JustKaizen-0049,11/19/2025,Hired,Senior QA Engineer,closed,April Powers,Jennifer Villa,applied,LinkedIn,Hired,Hired,,,11/23/2025,12/05/2025,12/18/2025,12/26/2025,12/29/2025,01/19/2026
CAND-000138,R-ENG-1001-JustKaizen-0049,11/19/2025,Archived,Senior QA Engineer,closed,April Powers,Jennifer Villa,applied,Glassdoor,Archived,Onsite,Position filled,,12/09/2025,12/16/2025,12/23/2025,12/30/2025,,
CAND-000139,R-ENG-1001-JustKaizen-0049,11/19/2025,Archived,Senior QA Engineer,closed,April Powers,Jennifer Villa,applied,Career Page,Archived,Phone Screen,Not qualified,,12/12/2025,12/19/2025,12/26/2025,,,
CAND-000140,R-ENG-1001-JustKaizen-0050,07/27/2021,Hired,Site Reliability Engineer,closed,Rebekah Gregory,Alexander Gonzalez,sourced,Talent Sourcer Outreach,Hired,Hired,,,07/31/2021,08/07/2021,08/18/2021,08/24/2021,08/28/2021,09/15/2021
CAND-000141,R-ENG-1001-JustKaizen-0050,07/27/2021,Archived,Site Reliability Engineer,closed,Rebekah Gregory,Alexander Gonzalez,referred,Referral,Archived,Phone Screen,Not qualified,,08/02/2021,08/09/2021,08/16/2021,,,
CAND-000142,R-ENG-1001-JustKaizen-0051,05/03/2019,Hired,QA Engineer,closed,Rebekah Gregory,Richard Moreno,applied,Career Page,Hired,Hired,,,05/16/2019,05/25/2019,06/07/2019,06/17/2019,06/23/2019,06/22/2019
CAND-000143,R-ENG-1001-JustKaizen-0051,05/03/2019,Archived,QA Engineer,closed,Rebekah Gregory,Richard Moreno,sourced,Talent Sourcer Outreach,Archived,Recruiter Screen,Not qualified,,05/10/2019,05/17/2019,,,,
CAND-000144,R-ENG-1001-JustKaizen-0052,05/28/2025,Hired,Infrastructure Engineer,closed,Sean Jones,Benjamin Lewis,agency,Agency,Hired,Hired,,,06/02/2025,06/15/2025,06/26/2025,07/07/2025,07/12/2025,07/26/2025
CAND-000145,R-ENG-1001-JustKaizen-0052,05/28/2025,Archived,Infrastructure Engineer,closed,Sean Jones,Benjamin Lewis,applied,LinkedIn,Archived,Onsite,Position filled,,06/26/2025,07/03/2025,07/10/2025,07/17/2025,,
CAND-000146,R-ENG-1001-JustKaizen-0052,05/28/2025,Archived,Infrastructure Engineer,closed,Sean Jones,Benjamin Lewis,applied,Glassdoor,Archived,Applied,Not qualified,,06/06/2025,,,,,
CAND-000147,R-ENG-1001-JustKaizen-0053,01/12/2022,Hired,Infrastructure Engineer,closed,Janice Jefferson,Shawn Edwards,sourced,LinkedIn,Hired,Hired,,,01/24/2022,02/04/2022,02/12/2022,02/17/2022,02/19/2022,03/13/2022
CAND-000148,R-ENG-1001-JustKaizen-0053,01/12/2022,Archived,Infrastructure Engineer,closed,Janice Jefferson,Shawn Edwards,sourced,Talent Sourcer Outreach,Archived,Onsite,Position filled,,01/14/2022,01/21/2022,01/28/2022,02/04/2022,,
CAND-000149,R-ENG-1001-JustKaizen-0054,03/25/2023,Hired,Senior Security Engineer,closed,Kathleen Clark,Bryan Riggs,referred,Referral,Hired,Hired,,,03/27/2023,04/09/2023,04/20/2023,04/29/2023,05/05/2023,05/17/2023
CAND-000150,R-ENG-1001-JustKaizen-0054,03/25/2023,Archived,Senior Security Engineer,closed,Kathleen Clark,Bryan Riggs,sourced,Talent Sourcer Outreach,Archived,Offer,Offer declined,Accepted Other Offer,04/01/2023,04/08/2023,04/15/2023,04/22/2023,,
CAND-000151,R-ENG-1001-JustKaizen-0054,03/25/2023,Archived,Senior Security Engineer,closed,Kathleen Clark,Bryan Riggs,internal,Internal,Archived,Applied,Not qualified,,04/08/2023,,,,,
CAND-000152,R-ENG-1001-JustKaizen-0054,03/25/2023,Archived,Senior Security Engineer,closed,Kathleen Clark,Bryan Riggs,applied,LinkedIn,Archived,Phone Screen,Not qualified,,04/23/2023,04/30/2023,05/07/2023,,,
CAND-000153,R-ENG-1001-JustKaizen-0055,10/18/2023,Hired,Senior Data Engineer,closed,Janice Jefferson,Joshua Gutierrez,referred,Referral,Hired,Hired,,,10/23/2023,11/06/2023,11/16/2023,11/26/2023,11/28/2023,12/21/2023
CAND-000154,R-ENG-1001-JustKaizen-0055,10/18/2023,Archived,Senior Data Engineer,closed,Janice Jefferson,Joshua Gutierrez,agency,Agency,Archived,Applied,Not qualified,,11/01/2023,,,,,
CAND-000155,R-ENG-1001-JustKaizen-0055,10/18/2023,Archived,Senior Data Engineer,closed,Janice Jefferson,Joshua Gutierrez,applied,Glassdoor,Archived,Onsite,Position filled,,10/19/2023,10/26/2023,11/02/2023,11/09/2023,,
CAND-000156,R-ENG-1001-JustKaizen-0055,10/18/2023,Archived,Senior Data Engineer,closed,Janice Jefferson,Joshua Gutierrez,referred,Referral,Archived,Onsite,Position filled,,10/29/2023,11/05/2023,11/12/2023,11/19/2023,,
CAND-000157,R-ENG-1001-JustKaizen-0056,10/23/2023,Hired,Senior Site Reliability Engineer,closed,Patricia Ray,Brandon Walker,applied,Career Page,Hired,Hired,,,11/03/2023,11/11/2023,11/20/2023,11/27/2023,11/30/2023,12/27/2023
CAND-000158,R-ENG-1001-JustKaizen-0056,10/23/2023,Archived,Senior Site Reliability Engineer,closed,Patricia Ray,Brandon Walker,sourced,LinkedIn,Archived,Recruiter Screen,Not qualified,,11/20/2023,11/27/2023,,,,
CAND-000159,R-ENG-1001-JustKaizen-0056,10/23/2023,Archived,Senior Site Reliability Engineer,closed,Patricia Ray,Brandon Walker,sourced,LinkedIn,Archived,Onsite,Position filled,,10/30/2023,11/06/2023,11/13/2023,11/20/2023,,
CAND-000160,R-ENG-1001-JustKaizen-0056,10/23/2023,Archived,Senior Site Reliability Engineer,closed,Patricia Ray,Brandon Walker,sourced,Talent Sourcer Outreach,Archived,Offer,Offer declined,Personal,11/12/2023,11/19/2023,11/26/2023,12/03/2023,,
CAND-000161,R-ENG-1001-JustKaizen-0057,06/23/2023,Hired,Associate QA Engineer,closed,Rebekah Gregory,Jennifer Phillips,agency,Agency,Hired,Hired,,,07/05/2023,07/15/2023,07/25/2023,08/06/2023,08/11/2023,08/21/2023
CAND-000162,R-ENG-1001-JustKaizen-0057,06/23/2023,Archived,Associate QA Engineer,closed,Rebekah Gregory,Jennifer Phillips,sourced,Talent Sourcer Outreach,Archived,Offer,Offer declined,Compensation,07/23/2023,07/30/2023,08/06/2023,08/13/2023,,
CAND-000163,R-ENG-1001-JustKaizen-0057,06/23/2023,Archived,Associate QA Engineer,closed,Rebekah Gregory,Jennifer Phillips,sourced,LinkedIn,Archived,Applied,Not qualified,,07/18/2023,,,,,
CAND-000164,R-ENG-1001-JustKaizen-0057,06/23/2023,Archived,Associate QA Engineer,closed,Rebekah Gregory,Jennifer Phillips,sourced,Talent Sourcer Outreach,Archived,Phone Screen,Not qualified,,07/21/2023,07/28/2023,08/04/2023,,,
CAND-000165,R-ENG-1001-JustKaizen-0058,08/11/2023,Hired,Senior Data Engineer,closed,Patricia Ray,Julie Costa,referred,Referral,Hired,Hired,,,08/16/2023,08/23/2023,09/06/2023,09/11/2023,09/16/2023,10/03/2023
CAND-000166,R-ENG-1001-JustKaizen-0058,08/11/2023,Archived,Senior Data Engineer,closed,Patricia Ray,Julie Costa,referred,Referral,Archived,Offer,Offer declined,Location,08/26/2023,09/02/2023,09/09/2023,09/16/2023,,
CAND-000167,R-ENG-1001-JustKaizen-0058,08/11/2023,Archived,Senior Data Engineer,closed,Patricia Ray,Julie Costa,sourced,LinkedIn,Archived,Applied,Not qualified,,09/06/2023,,,,,
CAND-000168,R-ENG-1001-JustKaizen-0059,10/31/2023,Hired,Associate Software Engineer,closed,Susan Conley,Amy James,applied,Job Board,Hired,Hired,,,11/08/2023,11/18/2023,12/01/2023,12/11/2023,12/18/2023,12/27/2023
CAND-000169,R-ENG-1001-JustKaizen-0059,10/31/2023,Archived,Associate Software Engineer,closed,Susan Conley,Amy James,referred,Referral,Archived,Phone Screen,Not qualified,,11/29/2023,12/06/2023,12/13/2023,,,
CAND-000170,R-ENG-1001-JustKaizen-0059,10/31/2023,Archived,Associate Software Engineer,closed,Susan Conley,Amy James,sourced,Talent Sourcer Outreach,Archived,Offer,Offer declined,Compensation,11/06/2023,11/13/2023,11/20/2023,11/27/2023,,
CAND-000171,R-ENG-1001-JustKaizen-0060,02/23/2025,Hired,DevEx Engineer,closed,Tara Long,Christopher Daniel,applied,Glassdoor,Hired,Hired,,,03/03/2025,03/13/2025,03/26/2025,04/04/2025,04/07/2025,04/13/2025
CAND-000172,R-ENG-1001-JustKaizen-0060,02/23/2025,Archived,DevEx Engineer,closed,Tara Long,Christopher Daniel,applied,Glassdoor,Archived,Offer,Offer declined,Location,03/18/2025,03/25/2025,04/01/2025,04/08/2025,,
CAND-000173,R-ENG-1001-JustKaizen-0060,02/23/2025,Archived,DevEx Engineer,closed,Tara Long,Christopher Daniel,referred,Referral,Archived,Phone Screen,Not qualified,,03/03/2025,03/10/2025,03/17/2025,,,
CAND-000174,R-ENG-1001-JustKaizen-0061,07/29/2021,Hired,Senior Security Engineer,closed,Janice Jefferson,Joshua Pennington,sourced,Talent Sourcer Outreach,Hired,Hired,,,08/10/2021,08/20/2021,08/27/2021,09/04/2021,09/07/2021,09/18/2021
CAND-000175,R-ENG-1001-JustKaizen-0061,07/29/2021,Archived,Senior Security Engineer,closed,Janice Jefferson,Joshua Pennington,applied,Job Board,Archived,Applied,Not qualified,,08/12/2021,,,,,
CAND-000176,R-ENG-1001-JustKaizen-0061,07/29/2021,Archived,Senior Security Engineer,closed,Janice Jefferson,Joshua Pennington,referred,Referral,Archived,Onsite,Position filled,,08/03/2021,08/10/2021,08/17/2021,08/24/2021,,
CAND-000177,R-ENG-1001-JustKaizen-0061,07/29/2021,Archived,Senior Security Engineer,closed,Janice Jefferson,Joshua Pennington,sourced,LinkedIn,Archived,Phone Screen,Not qualified,,08/02/2021,08/09/2021,08/16/2021,,,
CAND-000178,R-ENG-1001-JustKaizen-0062,11/18/2024,Hired,Senior AI/ML Engineer,closed,Raymond Hayes,Robert Pierce,applied,Career Page,Hired,Hired,,,11/21/2024,12/04/2024,12/17/2024,12/25/2024,12/28/2024,01/12/2025
CAND-000179,R-ENG-1001-JustKaizen-0062,11/18/2024,Archived,Senior AI/ML Engineer,closed,Raymond Hayes,Robert Pierce,sourced,LinkedIn,Archived,Recruiter Screen,Not qualified,,12/18/2024,12/25/2024,,,,
CAND-000180,R-ENG-1001-JustKaizen-0063,04/25/2021,Hired,QA Engineer,closed,Rebekah Gregory,Justin Cohen,referred,Referral,Hired,Hired,,,05/01/2021,05/12/2021,05/19/2021,05/27/2021,05/29/2021,06/25/2021
CAND-000181,R-ENG-1001-JustKaizen-0063,04/25/2021,Archived,QA Engineer,closed,Rebekah Gregory,Justin Cohen,sourced,LinkedIn,Archived,Phone Screen,Not qualified,,05/21/2021,05/28/2021,06/04/2021,,,
CAND-000182,R-ENG-1001-JustKaizen-0063,04/25/2021,Archived,QA Engineer,closed,Rebekah Gregory,Justin Cohen,applied,Career Page,Archived,Recruiter Screen,Not qualified,,05/21/2021,05/28/2021,,,,
CAND-000183,R-ENG-1001-JustKaizen-0064,03/24/2023,Hired,Senior DevEx Engineer,closed,Tara Long,Brian Barton,applied,LinkedIn,Hired,Hired,,,03/25/2023,04/02/2023,04/11/2023,04/21/2023,04/24/2023,05/27/2023
CAND-000184,R-ENG-1001-JustKaizen-0064,03/24/2023,Archived,Senior DevEx Engineer,closed,Tara Long,Brian Barton,internal,Internal,Archived,Applied,Not qualified,,03/25/2023,,,,,
CAND-000185,R-ENG-1001-JustKaizen-0065,05/15/2022,Hired,Senior Software Engineer,closed,Rebekah Gregory,Eric Byrd,applied,Career Page,Hired,Hired,,,05/26/2022,06/04/2022,06/11/2022,06/22/2022,06/28/2022,07/13/2022
CAND-000186,R-ENG-1001-JustKaizen-0065,05/15/2022,Archived,Senior Software Engineer,closed,Rebekah Gregory,Eric Byrd,agency,Agency,Archived,Applied,Not qualified,,06/01/2022,,,,,
CAND-000187,R-ENG-1001-JustKaizen-0066,05/08/2023,Hired,Senior Data Engineer,closed,Michael Brown,Brandon Walker,sourced,LinkedIn,Hired,Hired,,,05/14/2023,05/25/2023,06/05/2023,06/17/2023,06/20/2023,06/28/2023
CAND-000188,R-ENG-1001-JustKaizen-0066,05/08/2023,Archived,Senior Data Engineer,closed,Michael Brown,Brandon Walker,sourced,Talent Sourcer Outreach,Archived,Onsite,Position filled,,05/28/2023,06/04/2023,06/11/2023,06/18/2023,,
CAND-000189,R-ENG-1001-JustKaizen-0066,05/08/2023,Archived,Senior Data Engineer,closed,Michael Brown,Brandon Walker,referred,Referral,Archived,Phone Screen,Not qualified,,05/17/2023,05/24/2023,05/31/2023,,,
CAND-000190,R-ENG-1001-JustKaizen-0066,05/08/2023,Archived,Senior Data Engineer,closed,Michael Brown,Brandon Walker,sourced,Talent Sourcer Outreach,Archived,Offer,Offer declined,Compensation,05/16/2023,05/23/2023,05/30/2023,06/06/2023,,
CAND-000191,R-ENG-1001-JustKaizen-0067,12/24/2025,Hired,Infrastructure Engineer,closed,Sandra Garcia,David Benson,referred,Referral,Hired,Hired,,,01/01/2026,01/10/2026,01/20/2026,01/27/2026,02/01/2026,02/23/2026
CAND-000192,R-ENG-1001-JustKaizen-0067,12/24/2025,Archived,Infrastructure Engineer,closed,Sandra Garcia,David Benson,referred,Referral,Archived,Applied,Not qualified,,01/21/2026,,,,,
CAND-000193,R-ENG-1001-JustKaizen-0067,12/24/2025,Archived,Infrastructure Engineer,closed,Sandra Garcia,David Benson,sourced,LinkedIn,Archived,Phone Screen,Not qualified,,01/21/2026,01/28/2026,02/04/2026,,,
CAND-000194,R-ENG-1001-JustKaizen-0067,12/24/2025,Archived,Infrastructure Engineer,closed,Sandra Garcia,David Benson,sourced,Talent Sourcer Outreach,Archived,Onsite,Position filled,,01/15/2026,01/22/2026,01/29/2026,02/05/2026,,
CAND-000195,R-ENG-1001-JustKaizen-0068,08/09/2023,Hired,Associate AI/ML Engineer,closed,Jillian Wilson,Rhonda Lee,applied,Job Board,Hired,Hired,,,08/19/2023,08/26/2023,09/05/2023,09/10/2023,09/16/2023,09/30/2023
CAND-000196,R-ENG-1001-JustKaizen-0068,08/09/2023,Archived,Associate AI/ML Engineer,closed,Jillian Wilson,Rhonda Lee,sourced,Talent Sourcer Outreach,Archived,Phone Screen,Not qualified,,09/06/2023,09/13/2023,09/20/2023,,,
CAND-000197,R-ENG-1001-JustKaizen-0069,12/31/2021,Hired,Infrastructure Engineer,closed,Rebekah Gregory,Eric Brown,referred,Referral,Hired,Hired,,,01/07/2022,01/15/2022,01/27/2022,02/01/2022,02/08/2022,02/27/2022
CAND-000198,R-ENG-1001-JustKaizen-0069,12/31/2021,Archived,Infrastructure Engineer,closed,Rebekah Gregory,Eric Brown,sourced,Talent Sourcer Outreach,Archived,Applied,Not qualified,,01/19/2022,,,,,
CAND-000199,R-ENG-1001-JustKaizen-0069,12/31/2021,Archived,Infrastructure Engineer,closed,Rebekah Gregory,Eric Brown,referred,Referral,Archived,Applied,Not qualified,,01/24/2022,,,,,
CAND-000200,R-ENG-1001-JustKaizen-0069,12/31/2021,Archived,Infrastructure Engineer,closed,Rebekah Gregory,Eric Brown,sourced,LinkedIn,Archived,Phone Screen,Not qualified,,01/21/2022,01/28/2022,02/04/2022,,,
CAND-000201,R-ENG-1001-JustKaizen-0070,03/05/2025,Hired,Software Engineer,closed,Tara Long,Mary Foster,sourced,Talent Sourcer Outreach,Hired,Hired,,,03/06/2025,03/16/2025,03/28/2025,04/02/2025,04/07/2025,05/03/2025
CAND-000202,R-ENG-1001-JustKaizen-0070,03/05/2025,Archived,Software Engineer,closed,Tara Long,Mary Foster,sourced,Talent Sourcer Outreach,Archived,Phone Screen,Not qualified,,03/17/2025,03/24/2025,03/31/2025,,,
CAND-000203,R-ENG-1001-JustKaizen-0070,03/05/2025,Archived,Software Engineer,closed,Tara Long,Mary Foster,sourced,LinkedIn,Archived,Phone Screen,Not qualified,,03/17/2025,03/24/2025,03/31/2025,,,
CAND-000204,R-ENG-1001-JustKaizen-0070,03/05/2025,Archived,Software Engineer,closed,Tara Long,Mary Foster,sourced,LinkedIn,Archived,Applied,Not qualified,,04/02/2025,,,,,
CAND-000205,R-ENG-1001-JustKaizen-0071,12/02/2023,Hired,Infrastructure Engineer,closed,Kathleen Clark,Ruben Aguilar,referred,Referral,Hired,Hired,,,12/10/2023,12/22/2023,01/02/2024,01/14/2024,01/19/2024,01/25/2024
CAND-000206,R-ENG-1001-JustKaizen-0071,12/02/2023,Archived,Infrastructure Engineer,closed,Kathleen Clark,Ruben Aguilar,agency,Agency,Archived,Offer,Offer declined,Accepted Other Offer,12/14/2023,12/21/2023,12/28/2023,01/04/2024,,
CAND-000207,R-ENG-1001-JustKaizen-0071,12/02/2023,Archived,Infrastructure Engineer,closed,Kathleen Clark,Ruben Aguilar,sourced,LinkedIn,Archived,Recruiter Screen,Not qualified,,12/07/2023,12/14/2023,,,,
CAND-000208,R-ENG-1001-JustKaizen-0072,11/26/2023,Hired,Senior Data Engineer,closed,Janice Jefferson,Douglas Garcia,applied,Job Board,Hired,Hired,,,12/08/2023,12/18/2023,01/01/2024,01/13/2024,01/19/2024,01/29/2024
CAND-000209,R-ENG-1001-JustKaizen-0072,11/26/2023,Archived,Senior Data Engineer,closed,Janice Jefferson,Douglas Garcia,sourced,Talent Sourcer Outreach,Archived,Phone Screen,Not qualified,,12/24/2023,12/31/2023,01/07/2024,,,
CAND-000210,R-ENG-1001-JustKaizen-0073,08/23/2023,Hired,Senior AI/ML Engineer,closed,Ryan Chapman,Thomas White,sourced,Talent Sourcer Outreach,Hired,Hired,,,09/01/2023,09/12/2023,09/25/2023,10/07/2023,10/11/2023,10/23/2023
CAND-000211,R-ENG-1001-JustKaizen-0073,08/23/2023,Archived,Senior AI/ML Engineer,closed,Ryan Chapman,Thomas White,referred,Referral,Archived,Onsite,Position filled,,09/06/2023,09/13/2023,09/20/2023,09/27/2023,,
CAND-000212,R-ENG-1001-JustKaizen-0073,08/23/2023,Archived,Senior AI/ML Engineer,closed,Ryan Chapman,Thomas White,applied,Job Board,Archived,Onsite,Position filled,,09/18/2023,09/25/2023,10/02/2023,10/09/2023,,
